iterID,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,ParetoFamily,Pareto_f1,Pareto_f2
1,0.005488135039273248,0.173484759890335,0.39486272086329316,0.8056841904286622,0.7121727563002801,0.28882283671919107,0.9013629233509765,0.9442785917998069,0.4399607127101019,0.43100233437424124,0.6512516165796135,0.005288949197529045,0.02976761088190337,0.7018350446707134,0.30863470649193586,0.22653421161113638,0.43621140325460384,0.7122477732839266,0.9693579957943996,0.8375683276047351,0.7829166613342301,0.8096227991132761,0.9679034035262167,0.4316743581945954,0.619301263622437,0.825534504296699,0.8364937273062939,0.3606607426385167,0.10283518846582167,0.5694543097039161,0.0,0.005488135039273248,5.869159307092031
1,0.012645556121046269,0.944973631168933,0.6840985744990734,0.6670923376395079,0.6184432701398282,0.14490305346548737,0.7241464414917489,0.42359097087730296,0.25247685022492317,0.3870641057766701,0.8570020376873494,0.9902494562981144,0.723560072596349,0.22070042190144645,0.16552078276691973,0.4393786437444404,0.5071005830501569,0.5716674158011137,0.5467301013383484,0.044314184354339745,0.3700206463557442,0.10131482799291128,0.5451998498995332,0.7229465024195454,0.8766079856030154,0.49030426515337006,0.34652124594842143,0.7943584121313831,0.6326874938707674,0.5927805023830122,0.0,0.012645556121046269,5.504654874198323
1,0.021589695836455196,0.48131687281814456,0.4535588915464087,0.11696997241724987,0.47259600233497623,0.9544767829095998,0.1568976826507775,0.34185348586979386,0.2991497077031562,0.37816364305519856,0.15272436895465963,0.9793456037453001,0.08765325253806965,0.07798046833912564,0.6973993748078288,0.5319889221776745,0.2059102690087049,0.2253692300108239,0.6060626190622654,0.7654790669935804,0.7361436751176831,0.6923059463665873,0.5184730768833373,0.23456409565339068,0.7847857585848186,0.12908843718412738,0.6776924711903276,0.9636884919391406,0.1937824517492346,0.7379145372996093,0.0,0.021589695836455196,4.900982432050935
1,0.047252542798196406,0.46030192773268713,0.1524942004105645,0.20063207618338633,0.5092961873944676,0.6931750369918669,0.9133612308636548,0.4140168818500399,0.8787196839615015,0.20367927580537043,0.5698292647799587,0.6260817158567678,0.5689965170332767,0.5394306226060278,0.1523780724253904,0.5129824579870551,0.10420539466680098,0.07215507677113558,0.47533977923628795,0.640603794820256,0.00978618342232764,0.09136900271685598,0.8777480385716115,0.5445180701808449,0.5077054406161636,0.8076374686718822,0.7253887700432111,0.22634786322933695,0.5480493557215913,0.7592387830251136,0.0,0.047252542798196406,4.778838416584864
1,0.0886385560592323,0.3462049990027999,0.7563618954908584,0.833774301852154,0.23524183860393758,0.07758378653836141,0.40548849267399306,0.48709050809815546,0.523579839368612,0.6444860066201772,0.3972026585250476,0.3612027734497947,0.1689676115822441,0.5400036734375147,0.4278618849946506,0.3895556839398042,0.17530537214562783,0.20659176471850027,0.2039725674716804,0.5097927024003582,0.5368449854652407,0.20721406667959952,0.8321637911445849,0.18871785734755492,0.2962116924736705,0.5496052239811934,0.18541380793757137,0.8686216626704203,0.6615946909234116,0.2197996232634231,0.0,0.0886385560592323,4.1454123946516965
1,0.18002703213893503,0.7816548322833962,0.4245987520739452,0.9459275957854295,0.9330569537939668,0.9702521016879134,0.4286159096392556,0.49140439521371054,0.5720645141124632,0.19907875594354327,0.13401259500803608,0.024686512016477015,0.22614527699810322,0.32506312224023387,0.2449597029537347,0.2693256120385734,0.16455444149450027,0.40148378937677376,0.6388783430628348,0.12590984165323685,0.7533350739567518,0.43053733547353734,0.06377751839292481,0.7352808192790938,0.5738833316647446,0.40244569609020564,0.8187626193825032,0.08586410166186327,0.07277628706294732,0.22103298155085138,0.0,0.18002703213893503,3.930678402581241
1,0.238671671591052,0.06621478401499764,0.9386666057499715,0.13849038308428513,0.0442385504855818,0.9234023123431695,0.8598632906300159,0.3926376768645046,0.009636627605010294,0.547780388469247,0.19160230466320144,0.196611175115081,0.05722055599470348,0.583530749605216,0.0934723351793222,0.7832427287554201,0.022828069625764096,0.2537674126696099,0.8974576373409633,0.8773129280920302,0.3414181727570148,0.0669634348881546,0.08016429629591475,0.6472961138303536,0.5358971181799292,0.814265713997012,0.334894586354347,0.5623125495297969,0.014663107728563062,0.651763329074645,0.0,0.238671671591052,3.6423548122284366
1,0.403085279595544,0.5434660781060917,0.2402895254902696,0.5784507762727787,0.021965823616800537,0.4706007796431326,0.2943307744910127,0.9829351225208645,0.11587599635196388,0.13185232325236185,0.4430504669836286,0.26246556939811155,0.5870340703066147,0.42502105580724114,0.889970463442051,0.25945026776940394,0.7066763380145846,0.44527714725572864,0.23065604867209927,0.5914424010202156,0.7291565284098581,0.5577107734681519,0.21241557040039918,0.2116902540612916,0.13221160915346084,0.09224317028974739,0.39668218229542773,0.04919482613744674,0.8107880236030947,0.2676996718625009,0.0,0.403085279595544,3.259630202377987
1,0.49016252788677367,0.4530329192141967,0.10333145152028643,0.49898087755126985,0.06934213997924794,0.7937193477984907,0.10132487634757983,0.758435903592732,0.774787726368177,0.02096098407893963,0.3359288027078116,0.7430354885065371,0.3494385085735082,0.05866382325928629,0.23221396446292772,0.000871292997015407,0.49531494278331306,0.6361703521064113,0.05729990562424058,0.02118727718954244,0.07253941642595027,0.9112474018780937,0.10055374320421198,0.3129084090665674,0.3302095006926773,0.9580104202782577,0.7899610044030124,0.31522175869002117,0.4689863766840827,0.8481873908434728,0.0,0.49016252788677367,3.101499915752811
1,0.8241289661690833,0.9369021128151899,0.9534863322996829,0.4086031067834342,0.6512636752533061,0.006458941130666561,0.06535632803024959,0.13356706890402545,0.15730709099127477,0.030046954761925468,0.40041179791328124,0.6197037532783721,0.3347582619585722,0.2611752564290364,0.7201365540646228,0.24681739945069361,0.7728646463245987,0.9232901615872359,0.26250398212853576,0.7357563407286098,0.06311795881994102,0.2663970510607513,0.952439377895113,0.026924721193700197,0.221097844580625,0.011613095178849963,0.43883077597319137,0.1112886056546632,0.09972919489023131,0.3552067779148255,0.0,0.8241289661690833,2.5472370517224503
