iterID,x1,x2,x3,x4,x5,x6,ParetoFamily,Pareto_f1,Pareto_f2
1,0.9170235481730631,0.0001131564332849378,0.000939193807168566,0.019618458518927472,0.0,0.0016848985085162423,0.0,0.7925529460425695,0.10141901586108837
1,0.9583379149838073,0.0005453214805642408,0.0,8.565062118199651e-05,0.00010171883080168652,0.0016486395821117311,0.0,0.928411846812775,0.041139957964553275
1,0.9609230014112815,0.0,0.0,0.00012047667164001097,0.0,0.00012476595406965627,0.0,0.9359732874040197,0.036317510320036384
1,0.9821848201343729,4.116997244335747e-06,0.0,8.090966932262985e-05,7.800151066366713e-05,0.00015883051393073466,0.0,0.985149916996904,0.016998156130108022
1,0.9825022379025664,4.116997244335747e-06,2.9801138198357605e-06,0.0001965603450216275,9.627143048586927e-07,1.9291357932932265e-05,0.0,0.9856572235508214,0.01659223799931464
1,0.9900052116161329,0.0,0.0,0.00012047667164001097,0.0,0.00015698230038442714,0.0,0.9952107811942099,0.009689401897693628
1,0.9935842392343595,0.0,0.00014277221552978607,0.0001190018728654307,5.8380633529488015e-08,0.0001480668698069618,0.0,0.9980125508424594,0.006498269032594095
1,0.9952149798259614,0.0,0.0,0.00012047667164001097,0.0,0.00012476595406965627,0.0,0.9988919317160646,0.004780996379873059
1,0.9992907455909508,0.0,0.0,0.0,2.3959202535104836e-05,0.0,0.0,0.9999755922709375,0.000695836813394024
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999920166,-4.334618708412563e-08
2,0.8974938628790039,0.011755395007569978,0.0006850872396934524,0.019978675700555677,0.0,7.018956001791964e-06,0.0,0.8974428750055428,0.08391494753423512
2,0.9166750675403161,0.0033789430949733856,3.436113944552578e-07,0.0007466557625360297,0.0,0.0034005793710953983,0.0,0.9166779728536977,0.04961371106218859
2,0.9326829072240903,0.00027596753972342503,0.000663702128407844,0.008759364428244154,0.0,0.0,0.0,0.9326824422583526,0.043301024063702176
2,0.9412602079992669,0.00038392322626104635,0.0004343931826580709,0.005369668351325518,0.0,0.0033891739927266818,0.0,0.9412574913359271,0.03869950194195848
2,0.9422351570089689,0.0001131564332849378,6.375281296499062e-05,0.0021357250735964707,0.0,0.0012236577705692993,0.0,0.9422321681666738,0.032555015618398464
2,0.9584083028252408,0.000535637848746274,9.510554565247243e-05,0.0019170350092624355,0.00010145987161143386,0.008881268433057001,0.0,0.9584096995253079,0.03162313519549631
2,0.9601251186174586,5.2837711545412024e-05,0.0014818414328645708,0.0002543365510482773,0.0003842675315819388,0.0029186975056853886,0.0,0.9601254114856473,0.0248855654298632
