iterID,x1,x2,x3,x4,x5,x6,Pareto_f1,Pareto_f2
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.9170235481730631,0.0001131564332849378,0.000939193807168566,0.019618458518927472,0.0,0.0016848985085162423,0.9170235481730631,0.06354952050268481
1,0.9583379149838073,0.0005453214805642408,0.0,8.565062118199651e-05,0.00010171883080168652,0.0016486395821117311,0.9583379149838073,0.0232432104740624
1,0.9609230014112815,0.0,0.0,0.00012047667164001097,0.0,0.00012476595406965627,0.9609230014112815,0.01995829657789679
1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,0.8974938628790039,0.011755395007569978,0.0006850872396934524,0.019978675700555677,0.0,7.018956001791964e-06,0.8974938628790039,0.08375027398950664
2,0.9170235481730631,0.0001131564332849378,0.000939193807168566,0.019618458518927472,0.0,0.0016848985085162423,0.9170235481730631,0.06354952050268481
2,0.92718025512263,0.0,0.0006564555410125705,0.012529611447920898,0.00027615517179220973,0.0033913258968628623,0.92718025512263,0.05293802672368126
2,0.9305196477288166,0.000111763928629807,0.0011567350639899543,0.00950548011210715,0.0002744523898171435,0.00745080711232291,0.9305196477288166,0.05273518090073557
2,0.9326829072240903,0.00027596753972342503,0.000663702128407844,0.008759364428244154,0.0,0.0,0.9326829072240903,0.043309438453188166
2,0.9422351570089689,8.86983662718148e-06,6.724712426532209e-05,0.0021357250735964707,0.0,0.0015248562362428645,0.9422351570089689,0.03277909515056982
