f1,f2
0.0,0.5
0.005050505050505051,0.494949494949495
0.010101010101010102,0.4898989898989899
0.015151515151515152,0.48484848484848486
0.020202020202020204,0.4797979797979798
0.025252525252525252,0.47474747474747475
0.030303030303030304,0.4696969696969697
0.03535353535353535,0.46464646464646464
0.04040404040404041,0.4595959595959596
0.045454545454545456,0.45454545454545453
0.050505050505050504,0.4494949494949495
0.05555555555555555,0.4444444444444444
0.06060606060606061,0.4393939393939394
0.06565656565656566,0.43434343434343436
0.0707070707070707,0.4292929292929293
0.07575757575757576,0.42424242424242425
0.08080808080808081,0.41919191919191917
0.08585858585858586,0.41414141414141414
0.09090909090909091,0.4090909090909091
0.09595959595959595,0.40404040404040403
0.10101010101010101,0.398989898989899
0.10606060606060606,0.3939393939393939
0.1111111111111111,0.3888888888888889
0.11616161616161616,0.3838383838383838
0.12121212121212122,0.3787878787878788
0.12626262626262627,0.37373737373737376
0.13131313131313133,0.3686868686868687
0.13636363636363635,0.36363636363636365
0.1414141414141414,0.35858585858585856
0.14646464646464646,0.35353535353535354
0.15151515151515152,0.3484848484848485
0.15656565656565657,0.3434343434343434
0.16161616161616163,0.3383838383838384
0.16666666666666666,0.3333333333333333
0.1717171717171717,0.3282828282828283
0.17676767676767677,0.32323232323232326
0.18181818181818182,0.3181818181818182
0.18686868686868688,0.31313131313131315
0.1919191919191919,0.30808080808080807
0.19696969696969696,0.30303030303030304
0.20202020202020202,0.29797979797979796
0.20707070707070707,0.29292929292929293
0.21212121212121213,0.2878787878787879
0.21717171717171718,0.2828282828282828
0.2222222222222222,0.2777777777777778
0.22727272727272727,0.2727272727272727
0.23232323232323232,0.2676767676767677
0.23737373737373738,0.26262626262626265
0.24242424242424243,0.25757575757575757
0.2474747474747475,0.25252525252525254
0.25252525252525254,0.2474747474747475
0.25757575757575757,0.24242424242424243
0.26262626262626265,0.23737373737373738
0.2676767676767677,0.23232323232323232
0.2727272727272727,0.22727272727272727
0.2777777777777778,0.2222222222222222
0.2828282828282828,0.21717171717171718
0.2878787878787879,0.21212121212121213
0.29292929292929293,0.20707070707070707
0.29797979797979796,0.20202020202020202
0.30303030303030304,0.19696969696969696
0.30808080808080807,0.1919191919191919
0.31313131313131315,0.18686868686868688
0.3181818181818182,0.18181818181818182
0.32323232323232326,0.17676767676767677
0.3282828282828283,0.1717171717171717
0.3333333333333333,0.16666666666666666
0.3383838383838384,0.16161616161616163
0.3434343434343434,0.15656565656565657
0.3484848484848485,0.15151515151515152
0.35353535353535354,0.14646464646464646
0.35858585858585856,0.1414141414141414
0.36363636363636365,0.13636363636363635
0.3686868686868687,0.13131313131313133
0.37373737373737376,0.12626262626262627
0.3787878787878788,0.12121212121212122
0.3838383838383838,0.11616161616161616
0.3888888888888889,0.1111111111111111
0.3939393939393939,0.10606060606060606
0.398989898989899,0.10101010101010101
0.40404040404040403,0.09595959595959595
0.4090909090909091,0.09090909090909091
0.41414141414141414,0.08585858585858586
0.41919191919191917,0.08080808080808081
0.42424242424242425,0.07575757575757576
0.4292929292929293,0.0707070707070707
0.43434343434343436,0.06565656565656566
0.4393939393939394,0.06060606060606061
0.4444444444444444,0.05555555555555555
0.4494949494949495,0.050505050505050504
0.45454545454545453,0.045454545454545456
0.4595959595959596,0.04040404040404041
0.46464646464646464,0.03535353535353535
0.4696969696969697,0.030303030303030304
0.47474747474747475,0.025252525252525252
0.4797979797979798,0.020202020202020204
0.48484848484848486,0.015151515151515152
0.4898989898989899,0.010101010101010102
0.494949494949495,0.005050505050505051
0.5,0.0
